Res2_Phage_D5_2	20437.0	0.0	0.0	1.0	5.0	39.0	87.0	108.0	219.0	101.0	244.0	761.0	1403.0	1597.0	1713.0	2215.0	3085.0	4315.0	5862.0	7795.0	10507.0	14114.0	18481.0	23611.0	30450.0	37555.0	45381.0	51492.0	57439.0	59179.0	60719.0	67395.0	86952.0	127470.0	228192.0	717685.0
Res2_Phage_D6_1	19133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	12.0	59.0	140.0	324.0	335.0	440.0	513.0	605.0	815.0	1086.0	1557.0	2465.0	3985.0	6480.0	10575.0	17262.0	29132.0	48719.0	84318.0	152520.0	296202.0	1388009.0
Res2_Phage_D6_2	18138.0	0.0	1.0	2.0	6.0	102.0	174.0	168.0	364.0	104.0	206.0	743.0	1658.0	2111.0	2259.0	2500.0	3354.0	4277.0	5160.0	6372.0	8319.0	10542.0	13294.0	16667.0	21131.0	26084.0	32490.0	40056.0	48379.0	58377.0	70151.0	87600.0	115526.0	165027.0	291090.0	1012258.0
Res2_Phage_E1_1	323558.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	3.0	6.0	14.0	57.0	192.0	446.0	2136.0	4141.0	3572.0	2666.0	2205.0	2228.0	2749.0	4069.0	5991.0	9131.0	13871.0	21429.0	33221.0	51924.0	81854.0	129852.0	210790.0	367173.0	763567.0	3793120.0
Res2_Phage_E1_2	310652.0	0.0	0.0	0.0	3.0	7.0	12.0	25.0	52.0	298.0	2244.0	6136.0	8835.0	8443.0	7615.0	8749.0	10617.0	12956.0	16753.0	21282.0	27452.0	34667.0	43898.0	55983.0	69404.0	87073.0	107267.0	129904.0	156031.0	184403.0	216825.0	270453.0	369693.0	506471.0	683054.0	2472716.0
Res2_Phage_E2_1	233825.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	7.0	41.0	147.0	792.0	1658.0	1480.0	914.0	851.0	855.0	1199.0	1628.0	2344.0	3888.0	6080.0	9816.0	15513.0	24995.0	40183.0	66073.0	110612.0	183655.0	311243.0	1198917.0
Res2_Phage_E2_2	220127.0	0.0	1.0	10.0	22.0	110.0	225.0	269.0	463.0	243.0	1309.0	4119.0	6746.0	6802.0	5489.0	5163.0	5459.0	6615.0	8191.0	10241.0	13086.0	16722.0	21272.0	26731.0	33028.0	40383.0	48976.0	58231.0	66623.0	76219.0	84340.0	92260.0	107508.0	147077.0	267680.0	834979.0
Res2_Phage_E3_1	137349.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	11.0	47.0	148.0	737.0	1487.0	1319.0	759.0	632.0	705.0	919.0	1487.0	2032.0	3318.0	5165.0	8214.0	13039.0	20761.0	33512.0	54911.0	90240.0	150751.0	262190.0	1089062.0
Res2_Phage_E3_2	130126.0	0.0	0.0	6.0	10.0	86.0	184.0	226.0	396.0	146.0	798.0	2932.0	4991.0	5041.0	4220.0	4552.0	5179.0	6180.0	7887.0	10250.0	13229.0	16790.0	21341.0	26645.0	32333.0	38856.0	44278.0	48609.0	52624.0	55381.0	59555.0	68514.0	86693.0	127090.0	234686.0	768962.0
Res2_Phage_E4_1	172051.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	59.0	206.0	478.0	1343.0	2582.0	2546.0	2273.0	2232.0	2889.0	3925.0	5686.0	8165.0	13220.0	20278.0	31126.0	47381.0	72779.0	110445.0	171043.0	271478.0	462966.0	935350.0	4549208.0
